	created_at	id	in_reply_to_status_id	in_reply_to_screen_name	source	retweeted	retweet_count	favorite_count	screen_name	hashtags	text
59	Tue Nov 05 20:18:02 +0000 2013	397820118761476096			"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>"	False	0	0			Nexus 10 2013 Leather Sleeve | AMARETTINI | http://t.co/RStAcDvfzD | #Nexus10Cover #Nexus10Sleeve #Nexus10Felt #Nexus10_2013 #Nexus10Portel
60	Tue Nov 05 20:18:01 +0000 2013	397820115775152128			"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>"	False	0	0			Nexus 10 (2013) Leather Sleeve | Spin me... http://t.co/uu0oAVrSc5 | #Nexus10Cover #Nexus10Sleeve #Nexus10Felt #Nexus10_2013 #Nexus10Portel
61	Tue Nov 05 20:17:57 +0000 2013	397820101103468544			"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>"	False	0	0			Nexus 10 2013 Leather Sleeve | FLATTERING | http://t.co/oFSuxMCfbz| #Nexus10Cover #Nexus10Sleeve #Nexus10Felt #Nexus10_2013 #Nexus10Portel
62	Tue Nov 05 20:17:55 +0000 2013	397820092823900161			"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>"	False	0	0			Nexus 10 (2013) Leather Sleeve | NELLY http://t.co/Gco0G1qBnv | #Nexus10Cover #Nexus10Sleeve #Nexus10Felt #Nexus10_2013 #Nexus10Portel
63	Tue Nov 05 20:02:41 +0000 2013	397816256289845248			"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>"	False	0	0			Nexus 10 (2013) Sleeve | TURBOCHARGED | http://t.co/K8w8o7psKW | #Nexus10Cover #Nexus10Sleeve #Nexus10Felt #Nexus10_2013 #Nexus10Portel
64	Tue Nov 05 20:02:37 +0000 2013	397816242037600256			"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>"	False	0	0			Nexus 10 Leather Sleeve | SLIDER | http://t.co/Zi1yZP3uab | | #Nexus10Cover #Nexus10Sleeve #Nexus10Portel #Nexus10Leather #Nexus10
65	Tue Nov 05 19:47:23 +0000 2013	397812407440904192	3.9773968961e+17	tadatchi	"<a href=""http://krile2.starwing.net/"" rel=""nofollow"">Krile2</a>"	False	0	0			Nexus10でるぞー QT @tadatchi: Nexus5買ったら“今年は”端末買うのやめよう！！貯金するぞ！！
66	Tue Nov 05 19:31:16 +0000 2013	397808351155060736			"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>"	False	0	0			Google Nexus 10 Priced At INR 29,999, Coming Soon In India http://t.co/ZSAPDQNVIU #tablets #googlenexus10 #nexus10
67	Tue Nov 05 17:47:40 +0000 2013	397782278564483073			"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	False	1	0			Интересно, что в этой суете с #Nexus5 никто не вспомнил про новый #Nexus10. Где он? :)
68	Tue Nov 05 17:31:47 +0000 2013	397778281317294080			"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>"	False	0	0			Nexus 10 (2013) Felt Sleeve | LACE | http://t.co/Mh6uTCxtKD | #Nexus10Cover #Nexus10Sleeve #Nexus10Felt #Nexus10_2013 #Nexus10Portel
